accession	strain	virus	date	region	country	division	city	db	segment	authors	url	title	journal	paper_url	genbank_accession_rev	updated	ambiguous_strain_names	notes
MF438286	Zika_virus/Homo_sapiens/Cuba_2017	zika	2017-02-12	North America	Cuba	Cuba	Cuba	genbank	genome	Lasala-Sanchez et al	https://www.ncbi.nlm.nih.gov/nuccore/MF438286	Zika virus polyprotein sequence isolated from a fetus-brain of Cuba pregnant traveler diagnosed in Spain (Madrid)	Unpublished		MF438286.1	2017-07-17	"Cuba_2017,Zika_virus/Homo_sapiens/Cuba_2017"	
KY126351	Thailand/1605aTw	zika	2016-05-XX	Southeast Asia	Thailand	Thailand	Thailand	genbank	genome	Lin et al	https://www.ncbi.nlm.nih.gov/nuccore/KY126351	" 2016,Imported Zika virus strains, Taiwan"	Unpublished		KY126351.1	2017-06-30		dropped excess divergence
KY014324	Zika_virus/A_aegypti_wt/USA/2016/FL_01_MOS	zika	2016-08-22	North America	USA	Florida	Miami	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014324	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY014324.2	2017-06-28		
KY014323	Zika_virus/A_aegypti_wt/USA/2016/FL_02_MOS	zika	2016-08-23	North America	USA	Florida	Miami	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014323	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY014323.2	2017-06-28		
KY014322	Zika_virus/A_aegypti_wt/USA/2016/FL_03_MOS	zika	2016-08-23	North America	USA	Florida	Miami	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014322	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY014322.2	2017-06-28		
KY014299	Zika_virus/A_aegypti_wt/USA/2016/FL_04_MOS	zika	2016-09-04	North America	USA	Florida	Miami	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014299	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY014299.2	2017-06-28		
KY785422	Zika_virus/A_aegypti_wt/USA/2016/FL_05_MOS	zika	2016-09-09	North America	USA	Florida	Miami	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785422	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785422.1	2017-06-28		
KY785472	Zika_virus/A_aegypti_wt/USA/2016/FL_06_MOS	zika	2016-09-20	North America	USA	Florida	Miami	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785472	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785472.1	2017-06-28		
KY785468	Zika_virus/A_aegypti_wt/USA/2016/FL_08_MOS	zika	2016-10-05	North America	USA	Florida	Miami	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785468	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785468.1	2017-06-28		
KY785446	Zika_virus/H_sapiens_wt/BRA/2016/FC_5790_SER	zika	2016-03-22	South America	Brazil	Brazil	Rio de Janeiro	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785446	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785446.1	2017-06-28	"Zika_virus/H_sapiens_wt/BRA/2016/FC_5790_SER,BRA/2016/FC_5790"	
KY014308	Zika_virus/H_sapiens_wt/BRA/2016/FC_5905_SER	zika	2016-03-23	South America	Brazil	Brazil	Rio de Janeiro	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014308	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY014308.2	2017-06-28	"BRA/2016/FC_5905,Zika_virus/H_sapiens_wt/BRA/2016/FC_5905_SER"	
KY785410	Zika_virus/H_sapiens_wt/BRA/2016/FC_6418_SER	zika	2016-03-27	South America	Brazil	Brazil	Rio de Janeiro	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785410	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785410.1	2017-06-28	"BRA/2016/FC_6418,Zika_virus/H_sapiens_wt/BRA/2016/FC_6418_SER"	
KY014313	Zika_virus/H_sapiens_wt/BRA/2016/FC_6696_SER	zika	2016-04-05	South America	Brazil	Brazil	Rio de Janeiro	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014313	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY014313.2	2017-06-28	"Zika_virus/H_sapiens_wt/BRA/2016/FC_6696_SER,BRA/2016/FC_6696"	
KY785439	Zika_virus/H_sapiens_wt/BRA/2016/FC_6703_SER	zika	2016-04-08	South America	Brazil	Brazil	Rio de Janeiro	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785439	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785439.1	2017-06-28	"BRA/2016/FC_6703,Zika_virus/H_sapiens_wt/BRA/2016/FC_6703_SER"	
KY785433	Zika_virus/H_sapiens_wt/BRA/2016/FC_6706_SER	zika	2016-04-08	South America	Brazil	Brazil	Rio de Janeiro	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785433	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785433.1	2017-06-28	"BRA/2016/FC_6706,Zika_virus/H_sapiens_wt/BRA/2016/FC_6706_SER"	
KY785450	Zika_virus/H_sapiens_wt/BRA/2016/FC_6863_SER	zika	2016-04-12	South America	Brazil	Brazil	Rio de Janeiro	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785450	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785450.1	2017-06-28	"BRA/2016/FC_6863,Zika_virus/H_sapiens_wt/BRA/2016/FC_6863_SER"	
KY014297	Zika_virus/H_sapiens_wt/BRA/2016/FC_6864_URI	zika	2016-04-12	South America	Brazil	Brazil	Rio de Janeiro	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014297	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY014297.2	2017-06-28	"BRA/2016/FC_6864,Zika_virus/H_sapiens_wt/BRA/2016/FC_6864_URI"	
KY014301	Zika_virus/H_sapiens_wt/BRA/2016/FC_DQ107D1_URI	zika	2016-04-13	South America	Brazil	Brazil	Rio de Janeiro	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014301	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY014301.2	2017-06-28	"BRA/2016/FC_DQ107D1,Zika_virus/H_sapiens_wt/BRA/2016/FC_DQ107D1_URI"	
KY785429	Zika_virus/H_sapiens_wt/BRA/2016/FC_DQ116D1_PLA	zika	2016-04-14	South America	Brazil	Brazil	Rio de Janeiro	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785429	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785429.1	2017-06-28	"Zika_virus/H_sapiens_wt/BRA/2016/FC_DQ116D1_PLA,BRA/2016/FC_DQ116D1"	
KY785456	Zika_virus/H_sapiens_wt/BRA/2016/FC_DQ122D1_PLA	zika	2016-04-15	South America	Brazil	Brazil	Rio de Janeiro	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785456	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785456.1	2017-06-28	"Zika_virus/H_sapiens_wt/BRA/2016/FC_DQ122D1_PLA,BRA/2016/FC_DQ122D1"	
KY785436	Zika_virus/H_sapiens_wt/BRA/2016/FC_DQ12D1_PLA	zika	2016-03-15	South America	Brazil	Brazil	Rio de Janeiro	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785436	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785436.1	2017-06-28	"Zika_virus/H_sapiens_wt/BRA/2016/FC_DQ12D1_PLA,BRA/2016/FC_DQ12D1"	dropped large indel
KY014296	Zika_virus/H_sapiens_wt/BRA/2016/FC_DQ131D1_URI	zika	2016-04-18	South America	Brazil	Brazil	Rio de Janeiro	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014296	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY014296.2	2017-06-28	"BRA/2016/FC_DQ131D1,Zika_virus/H_sapiens_wt/BRA/2016/FC_DQ131D1_URI"	
KY785485	Zika_virus/H_sapiens_wt/BRA/2016/FC_DQ192D1_URI	zika	2016-05-10	South America	Brazil	Brazil	Rio de Janeiro	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785485	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785485.1	2017-06-28	"BRA/2016/FC_DQ192D1,Zika_virus/H_sapiens_wt/BRA/2016/FC_DQ192D1_URI"	
KY014317	Zika_virus/H_sapiens_wt/BRA/2016/FC_DQ28D1_URI	zika	2016-03-21	South America	Brazil	Brazil	Rio de Janeiro	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014317	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY014317.2	2017-06-28	"BRA/2016/FC_DQ28D1,Zika_virus/H_sapiens_wt/BRA/2016/FC_DQ28D1_URI"	
KY014320	Zika_virus/H_sapiens_wt/BRA/2016/FC_DQ42D1_URI	zika	2016-03-23	South America	Brazil	Brazil	Rio de Janeiro	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014320	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY014320.2	2017-06-28	"Zika_virus/H_sapiens_wt/BRA/2016/FC_DQ42D1_URI,BRA/2016/FC_DQ42D1"	
KY014309	Zika_virus/H_sapiens_wt/BRA/2016/FC_DQ47D1_PLA	zika	2016-03-28	South America	Brazil	Brazil	Rio de Janeiro	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014309	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY014309.1	2017-06-28	"Zika_virus/H_sapiens_wt/BRA/2016/FC_DQ47D1_PLA,BRA/2016/FC_DQ47D1"	
KY014307	Zika_virus/H_sapiens_wt/BRA/2016/FC_DQ49D1_PLA	zika	2016-03-28	South America	Brazil	Brazil	Rio de Janeiro	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014307	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY014307.2	2017-06-28	"BRA/2016/FC_DQ49D1,Zika_virus/H_sapiens_wt/BRA/2016/FC_DQ49D1_PLA"	
KY785427	Zika_virus/H_sapiens_wt/BRA/2016/FC_DQ58D1_PLA	zika	2016-03-30	South America	Brazil	Brazil	Rio de Janeiro	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785427	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785427.1	2017-06-28	"BRA/2016/FC_DQ58D1,Zika_virus/H_sapiens_wt/BRA/2016/FC_DQ58D1_PLA"	
KY785437	Zika_virus/H_sapiens_wt/BRA/2016/FC_DQ5D1_URI	zika	2016-03-14	South America	Brazil	Brazil	Rio de Janeiro	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785437	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785437.1	2017-06-28	"Zika_virus/H_sapiens_wt/BRA/2016/FC_DQ5D1_URI,BRA/2016/FC_DQ5D1"	
KY785411	Zika_virus/H_sapiens_wt/BRA/2016/FC_DQ60D1_PLA	zika	2016-03-30	South America	Brazil	Brazil	Rio de Janeiro	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785411	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785411.1	2017-06-28	"BRA/2016/FC_DQ60D1,Zika_virus/H_sapiens_wt/BRA/2016/FC_DQ60D1_PLA"	
KY785479	Zika_virus/H_sapiens_wt/BRA/2016/FC_DQ60D1_URI	zika	2016-03-30	South America	Brazil	Rio de Janeiro	Rio de Janeiro	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785479	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785479.1	2017-06-28		
KY785480	Zika_virus/H_sapiens_wt/BRA/2016/FC_DQ62D1_PLA	zika	2016-03-30	South America	Brazil	Brazil	Rio de Janeiro	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785480	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785480.1	2017-06-28	"Zika_virus/H_sapiens_wt/BRA/2016/FC_DQ62D1_PLA,BRA/2016/FC_DQ62D1"	
KY785455	Zika_virus/H_sapiens_wt/BRA/2016/FC_DQ62D2_URI	zika	2016-04-06	South America	Brazil	Brazil	Rio de Janeiro	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785455	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785455.1	2017-06-28	"BRA/2016/FC_DQ62D2,Zika_virus/H_sapiens_wt/BRA/2016/FC_DQ62D2_URI"	
KY785467	Zika_virus/H_sapiens_wt/BRA/2016/FC_DQ68D1_URI	zika	2016-04-01	South America	Brazil	Brazil	Rio de Janeiro	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785467	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785467.1	2017-06-28	"Zika_virus/H_sapiens_wt/BRA/2016/FC_DQ68D1_URI,BRA/2016/FC_DQ68D1"	
KY785409	Zika_virus/H_sapiens_wt/BRA/2016/FC_DQ75D1_PLA	zika	2016-04-04	South America	Brazil	Brazil	Rio de Janeiro	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785409	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785409.1	2017-06-28	"Zika_virus/H_sapiens_wt/BRA/2016/FC_DQ75D1_PLA,BRA/2016/FC_DQ75D1"	
KY785426	Zika_virus/H_sapiens_wt/BRA/2016/FC_DQ75D1_URI	zika	2016-04-04	South America	Brazil	Rio de Janeiro	Rio de Janeiro	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785426	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785426.1	2017-06-28		
KY785417	Zika_virus/H_sapiens_wt/COL/2016/SU_1810A_SER	zika	2016-04-06	South America	Colombia	Colombia	Santander	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785417	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785417.1	2017-06-28	"COL/2016/SU_1810A,Zika_virus/H_sapiens_wt/COL/2016/SU_1810A_SER"	
KY785466	Zika_virus/H_sapiens_wt/COL/2016/SU_1856A_SER	zika	2016-04-28	South America	Colombia	Colombia	Santander	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785466	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785466.1	2017-06-28	"Zika_virus/H_sapiens_wt/COL/2016/SU_1856A_SER,COL/2016/SU_1856A"	
KY785477	Zika_virus/H_sapiens_wt/COL/2016/SU_2293A_SER	zika	2016-06-09	South America	Colombia	Colombia	Santander	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785477	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785477.1	2017-06-28	"COL/2016/SU_2293A,Zika_virus/H_sapiens_wt/COL/2016/SU_2293A_SER"	
KY785469	Zika_virus/H_sapiens_wt/COL/2016/SU_2724A_SER	zika	2016-04-05	South America	Colombia	Colombia	Santander	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785469	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785469.1	2017-06-28	"Zika_virus/H_sapiens_wt/COL/2016/SU_2724A_SER,COL/2016/SU_2724A"	
KY785425	Zika_virus/H_sapiens_wt/DOM/2016/BB_0059_SER	zika	2016-04-04	North America	Dominican Republic	Distrito Nacional	Santo Domingo	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785425	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785425.1	2017-06-28	"Zika_virus/H_sapiens_wt/DOM/2016/BB_0059_SER,DOM/2016/BB_0059"	
KY785463	Zika_virus/H_sapiens_wt/DOM/2016/BB_0071_SER	zika	2016-04-05	North America	Dominican Republic	Santo Domingo	Distrito Nacional	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785463	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785463.1	2017-06-28		
KY785449	Zika_virus/H_sapiens_wt/DOM/2016/BB_0071_URI	zika	2016-04-05	North America	Dominican Republic	Distrito Nacional	Santo Domingo	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785449	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785449.1	2017-06-28	"DOM/2016/BB_0071,Zika_virus/H_sapiens_wt/DOM/2016/BB_0071_URI"	
KY014305	Zika_virus/H_sapiens_wt/DOM/2016/BB_0076_SER	zika	2016-04-05	North America	Dominican Republic	Distrito Nacional	Santo Domingo	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014305	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY014305.2	2017-06-28	"Zika_virus/H_sapiens_wt/DOM/2016/BB_0076_SER,DOM/2016/BB_0076"	
KY785423	Zika_virus/H_sapiens_wt/DOM/2016/BB_0076_URI	zika	2016-04-05	North America	Dominican Republic	Santo Domingo	Distrito Nacional	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785423	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785423.1	2017-06-28		
KY785483	Zika_virus/H_sapiens_wt/DOM/2016/BB_0085_SER	zika	2016-04-07	North America	Dominican Republic	Distrito Nacional	Santo Domingo	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785483	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785483.1	2017-06-28	"DOM/2016/BB_0085,Zika_virus/H_sapiens_wt/DOM/2016/BB_0085_SER"	
KY785465	Zika_virus/H_sapiens_wt/DOM/2016/BB_0085_URI	zika	2016-04-07	North America	Dominican Republic	Santo Domingo	Distrito Nacional	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785465	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785465.1	2017-06-28		
KY785475	Zika_virus/H_sapiens_wt/DOM/2016/BB_0091_SER	zika	2016-04-07	North America	Dominican Republic	Distrito Nacional	Santo Domingo	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785475	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785475.1	2017-06-28	"DOM/2016/BB_0091,Zika_virus/H_sapiens_wt/DOM/2016/BB_0091_SER"	
KY014321	Zika_virus/H_sapiens_wt/DOM/2016/BB_0115_SER	zika	2016-04-11	North America	Dominican Republic	Distrito Nacional	Santo Domingo	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014321	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY014321.2	2017-06-28	"Zika_virus/H_sapiens_wt/DOM/2016/BB_0115_SER,DOM/2016/BB_0115"	
KY785415	Zika_virus/H_sapiens_wt/DOM/2016/BB_0115_URI	zika	2016-04-11	North America	Dominican Republic	Santo Domingo	Distrito Nacional	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785415	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785415.1	2017-06-28		
KY014303	Zika_virus/H_sapiens_wt/DOM/2016/BB_0127_SER	zika	2016-04-11	North America	Dominican Republic	Distrito Nacional	Santo Domingo	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014303	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY014303.2	2017-06-28	"Zika_virus/H_sapiens_wt/DOM/2016/BB_0127_SER,DOM/2016/BB_0127"	
KY014304	Zika_virus/H_sapiens_wt/DOM/2016/BB_0180_SER	zika	2016-04-18	North America	Dominican Republic	Distrito Nacional	Santo Domingo	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014304	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY014304.2	2017-06-28	"Zika_virus/H_sapiens_wt/DOM/2016/BB_0180_SER,DOM/2016/BB_0180"	
KY785476	Zika_virus/H_sapiens_wt/DOM/2016/BB_0180_URI	zika	2016-04-18	North America	Dominican Republic	Santo Domingo	Distrito Nacional	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785476	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785476.1	2017-06-28		
KY785420	Zika_virus/H_sapiens_wt/DOM/2016/BB_0183_SER	zika	2016-04-18	North America	Dominican Republic	Distrito Nacional	Santo Domingo	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785420	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785420.1	2017-06-28	"Zika_virus/H_sapiens_wt/DOM/2016/BB_0183_SER,DOM/2016/BB_0183"	
KY014300	Zika_virus/H_sapiens_wt/DOM/2016/BB_0208_SER	zika	2016-04-20	North America	Dominican Republic	Distrito Nacional	Santo Domingo	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014300	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY014300.2	2017-06-28	"Zika_virus/H_sapiens_wt/DOM/2016/BB_0208_SER,DOM/2016/BB_0208"	
KY014302	Zika_virus/H_sapiens_wt/DOM/2016/BB_0216_SER	zika	2016-04-21	North America	Dominican Republic	Distrito Nacional	Santo Domingo	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014302	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY014302.3	2017-06-28	"Zika_virus/H_sapiens_wt/DOM/2016/BB_0216_SER,DOM/2016/BB_0216"	
KY014318	Zika_virus/H_sapiens_wt/DOM/2016/BB_0269_SER	zika	2016-04-27	North America	Dominican Republic	Distrito Nacional	Santo Domingo	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014318	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY014318.3	2017-06-28	"DOM/2016/BB_0269,Zika_virus/H_sapiens_wt/DOM/2016/BB_0269_SER"	
KY785428	Zika_virus/H_sapiens_wt/DOM/2016/BB_0428_PLA	zika	2016-06-13	North America	Dominican Republic	Distrito Nacional	Santo Domingo	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785428	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785428.1	2017-06-28	"Zika_virus/H_sapiens_wt/DOM/2016/BB_0428_PLA,DOM/2016/BB_0428"	
KY785441	Zika_virus/H_sapiens_wt/DOM/2016/BB_0433_SER	zika	2016-06-13	North America	Dominican Republic	Distrito Nacional	Santo Domingo	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785441	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785441.1	2017-06-28	"Zika_virus/H_sapiens_wt/DOM/2016/BB_0433_SER,DOM/2016/BB_0433"	
